2 15 483
3 7 312
1 0 692
3 11 654
0 7 126
1 1 527
3 12 918
1 4 919
1 13 858
1 14 183
3 14 362
3 13 553
3 7 267
2 7 241
3 2 842
1 9 799
2 0 187
0 3 370
0 9 994
2 2 592
3 11 940
0 2 968
2 5 902
2 10 415
3 5 750
2 6 399
0 5 145
2 4 840
1 10 348
0 2 725
1 2 512
0 3 873
3 10 475
1 5 457
1 10 78
0 1 206
3 12 470
0 8 939
3 13 145
0 3 257
3 3 1012
1 6 751
3 6 469
1 11 913
1 0 796
1 12 691
3 11 183
2 14 162
1 8 426
2 3 866
3 7 325
1 7 693
0 6 242
0 10 169
2 7 789
3 13 952
3 3 245
3 7 154
3 3 932
3 0 336
0 4 97
1 15 30
3 15 753
2 10 101
3 4 207
2 3 160
2 3 600
2 4 1007
0 3 823
1 14 758
0 6 435
1 7 767
3 15 183
0 13 915
2 1 686
0 4 528
0 1 900
1 15 1002
2 3 618
3 6 910
0 10 48
0 14 293
3 15 341
3 6 935
0 14 797
0 12 6
1 14 328
2 0 849
1 1 577
1 2 540
0 2 482
2 5 667
0 2 795
2 5 42
3 8 803
1 0 568
3 5 245
3 9 468
0 1 587
2 13 72
0 3 859
1 11 651
0 1 244
0 7 105
1 7 219
1 10 953
0 9 622
0 1 765
3 1 509
1 7 48
2 2 858
1 8 957
3 15 133
1 13 208
1 10 905
0 7 894
2 13 743
2 2 631
1 3 534
3 11 322
0 9 10
2 15 302
1 9 962
1 9 641
0 11 833
3 12 144
1 3 911
3 12 696
3 4 134
3 0 381
3 14 415
2 4 563
2 6 249
0 8 255
1 6 77
2 11 22
0 3 920
3 5 124
1 5 908
1 10 946
3 10 574
3 11 796
0 0 640
3 12 261
1 15 737
3 8 125
0 15 858
1 1 146
3 9 263
0 3 149
0 13 376
3 7 610
1 1 905
0 6 230
0 0 445
3 4 90
1 9 651
2 12 744
2 10 300
2 7 959
2 10 443
0 14 947
3 1 459
2 0 518
3 2 712
1 11 236
2 11 438
1 13 224
0 13 37
3 6 753
1 14 129
0 6 389
3 2 1023
1 5 71
1 6 723
1 11 831
3 1 892
0 8 579
3 6 64
0 13 314
2 11 565
0 7 759
0 4 870
1 11 906
0 2 500
0 15 94
3 0 74
1 15 893
3 2 689
2 14 203
0 5 243
2 8 803
0 15 714
0 12 143
0 2 72
0 9 26
2 0 898
2 13 233
2 10 806
0 2 413
3 11 445
1 6 50
1 10 965
0 14 463
0 3 760
0 12 840
3 11 844
3 13 579
0 15 654
1 3 58
0 8 434
0 3 975
0 11 809
3 5 565
0 1 983
1 0 403
0 4 133
2 2 686
1 0 994
1 2 836
1 15 363
2 8 976
1 10 988
1 8 700
2 11 493
0 3 40
2 10 653
2 9 198
0 8 478
1 7 910
3 10 662
0 5 294
2 7 917
1 11 342
3 3 975
2 9 487
1 3 738
3 8 951
0 7 738
2 9 489
1 15 79
2 3 123
2 12 808
2 10 682
0 1 154
0 7 743
0 10 707
0 14 339
1 15 115
2 7 749
2 8 252
2 4 773
0 8 114
3 3 399
0 3 734
1 15 100
0 5 347
0 9 662
2 0 531
3 5 100
1 1 148
3 15 884
0 4 509
3 12 595
0 7 230
3 14 885
0 1 792
0 0 807
3 10 883
0 1 301
3 3 142
1 8 521
2 10 247
3 14 285
1 10 27
0 10 33
3 4 834
1 4 422
0 10 35
1 12 930
0 10 757
3 7 51
2 1 17
0 13 537
3 5 380
1 8 929
0 8 754
1 4 498
1 7 843
0 8 1010
2 13 81
0 8 842
0 5 604
0 15 818
1 15 852
0 15 1020
3 3 232
2 8 936
1 10 23
1 11 741
2 2 100
1 15 832
3 5 840
1 1 634
2 8 190
0 14 56
0 11 3
1 12 652
0 14 984
0 5 777
0 6 1007
0 3 346
1 14 325
2 8 408
0 1 409
0 7 983
3 13 578
0 14 925
3 15 271
2 0 317
2 7 503
3 7 83
3 7 704
0 8 466
2 10 494
0 13 352
2 3 147
3 7 248
3 5 723
3 15 774
0 9 325
2 1 634
1 2 365
3 10 394
2 8 519
0 13 789
2 0 989
0 10 997
1 6 599
2 8 69
0 5 789
2 0 937
0 8 542
1 10 849
3 3 154
0 3 565
2 3 523
1 8 921
3 10 125
3 12 795
0 2 558
3 10 30
3 14 918
2 13 977
2 8 728
3 13 82
2 9 514
2 3 151
3 8 945
1 12 32
1 4 480
2 12 679
3 3 281
1 10 830
1 1 583
2 10 931
3 1 964
0 4 946
1 12 650
1 9 571
3 3 656
1 5 930
3 2 431
3 14 29
0 7 681
1 10 609
3 1 556
2 1 289
3 12 479
3 8 181
0 2 483
0 12 948
3 8 839
0 11 109
3 4 608
2 4 644
1 8 528
1 0 802
1 10 337
3 8 878
0 7 678
1 5 77
1 7 325
3 8 932
0 1 524
1 15 649
1 8 680
2 8 290
2 10 886
1 13 41
0 2 254
1 5 338
3 10 37
1 12 765
0 13 95
3 7 253
0 12 391
0 11 864
1 0 819
3 9 372
0 6 399
3 0 645
2 14 46
1 5 767
0 10 337
2 10 2
2 1 141
1 3 133
2 13 480
3 9 668
3 5 657
0 3 125
2 7 875
0 11 85
2 7 59
2 10 788
1 12 662
2 8 435
2 15 586
3 10 415
3 10 22
2 0 82
2 11 882
0 5 834
3 4 655
3 5 172
0 13 989
1 3 737
0 13 689
0 4 806
0 7 231
2 2 583
3 8 400
0 7 95
0 6 276
3 15 660
3 15 324
3 0 180
1 12 85
3 2 492
0 1 961
0 15 791
3 1 123
2 14 604
3 1 1016
0 5 784
1 12 507
2 9 527
0 12 302
1 12 531
3 14 227
0 9 178
2 10 155
3 7 4
0 15 540
0 1 548
0 8 326
1 6 776
2 12 226
3 11 610
0 4 543
3 13 653
0 0 128
2 6 689
1 10 605
2 6 411
3 1 591
1 1 12
0 15 25
2 4 92
0 14 1008
2 9 719
2 11 299
0 10 234
1 8 456
0 0 932
0 11 580
3 12 856
1 14 444
1 15 430
3 7 76
1 4 258
1 12 557
2 14 500
3 1 1022
0 7 792
1 5 310
0 1 15
2 14 961
2 10 104
3 0 36
3 5 23
1 9 968
0 15 620
2 1 822
0 12 458
2 5 108
2 5 403
2 9 405
1 5 254
3 2 712
0 15 211
2 15 406
0 0 840
2 4 917
0 4 110
2 0 302
1 1 748
1 15 72
0 7 3
3 4 693
1 3 776
1 7 618
2 8 984
0 2 479
1 15 252
2 7 310
1 11 358
2 7 247
3 13 796
2 15 376
2 7 806
2 2 605
2 11 152
1 2 932
3 2 922
2 3 577
0 12 682
3 0 53
3 11 925
2 4 160
2 2 770
0 1 584
3 9 1007
0 7 895
2 15 878
3 3 120
3 3 507
2 2 359
0 9 717
3 5 1019
0 15 1002
2 8 32
3 13 821
2 3 509
0 15 1005
3 9 945
1 6 354
3 4 828
3 9 710
3 11 406
2 13 354
2 2 484
2 6 408
0 10 67
3 3 126
2 9 429
1 13 752
3 14 729
2 13 106
2 4 561
1 1 787
2 11 295
3 1 944
3 3 914
2 9 904
1 14 995
1 14 857
1 0 332
1 15 488
0 5 297
2 0 478
0 3 854
2 12 485
3 0 308
2 5 845
2 4 384
0 1 665
2 6 858
2 9 703
2 1 264
2 9 784
3 10 845
1 9 249
3 0 125
1 14 535
1 0 656
0 7 96
2 6 472
1 9 326
2 9 566
2 9 545
1 7 728
1 14 843
3 6 226
1 8 161
0 1 925
1 8 376
2 11 251
2 5 802
0 4 904
3 1 143
1 3 814
3 14 695
2 3 81
2 5 204
2 5 297
0 3 105
1 1 873
1 7 307
3 4 148
3 2 170
0 5 401
0 4 539
3 12 595
0 10 1017
2 15 186
3 8 763
0 11 506
3 14 214
3 15 32
0 13 883
2 14 401
3 7 744
2 3 673
2 11 926
0 13 393
0 0 876
0 1 866
1 13 917
3 8 253
0 13 736
0 5 164
0 0 582
0 2 557
3 12 1008
0 13 227
1 2 887
2 15 822
3 15 928
3 2 560
0 9 277
3 10 790
1 8 699
3 8 976
3 2 961
2 9 736
2 6 123
2 9 532
0 11 668
1 4 827
2 15 633
3 14 122
0 2 593
0 3 544
3 15 470
3 0 517
0 0 867
2 7 212
3 1 425
1 13 985
1 1 953
3 11 547
1 12 684
1 13 537
0 6 870
2 12 221
2 0 34
1 7 773
2 13 189
0 5 661
0 1 523
0 15 78
0 14 917
1 15 664
0 3 138
1 3 700
2 10 984
1 9 300
1 6 150
2 5 3
1 0 849
2 3 778
3 4 479
0 11 737
3 0 694
0 1 285
0 10 515
2 4 379
3 4 500
1 13 123
0 4 241
1 13 505
1 11 954
2 13 675
3 12 668
3 4 351
0 8 71
3 7 504
3 3 484
3 11 174
1 11 887
3 1 637
3 1 193
0 1 59
1 15 524
2 12 722
0 11 432
0 13 334
2 4 569
3 3 367
3 3 610
0 12 510
2 14 884
0 0 543
2 4 931
1 12 843
1 14 379
1 0 958
2 14 647
1 9 380
0 15 679
0 7 566
1 15 731
2 7 698
2 4 369
2 6 183
0 3 714
3 1 1005
2 0 321
2 11 53
3 14 974
1 1 983
2 7 637
0 9 551
0 7 218
0 15 110
3 3 465
1 9 893
1 8 453
2 14 637
1 10 700
1 0 993
1 3 1016
3 5 893
1 14 347
2 3 306
1 7 90
2 11 432
0 5 888
3 7 829
3 4 635
3 6 639
2 10 213
0 13 957
3 11 256
2 5 790
3 4 693
0 13 661
1 11 846
3 12 828
1 6 684
3 2 588
3 7 121
3 15 631
2 7 167
2 6 201
3 11 878
2 2 864
3 3 62
0 14 79
3 2 95
1 15 322
2 1 312
2 8 186
3 0 879
3 8 1017
0 8 863
2 4 251
3 5 158
3 15 521
2 12 389
3 0 209
2 4 246
0 4 253
1 13 982
0 7 712
2 1 246
0 15 2
0 2 352
3 12 631
1 10 62
0 13 196
2 2 223
3 2 757
0 8 636
1 15 647
0 3 205
2 0 412
3 6 406
3 0 904
0 7 681
3 3 257
1 1 280
3 7 149
2 4 391
0 3 50
0 0 735
3 14 746
2 3 984
0 10 562
3 6 262
0 1 78
2 11 122
1 1 433
2 7 272
0 10 366
2 15 770
1 13 272
2 8 87
3 11 633
2 6 840
0 9 660
2 10 436
3 13 508
3 10 51
2 5 232
1 7 111
3 8 510
0 4 454
0 14 984
1 14 105
0 3 863
3 6 619
0 15 331
0 13 903
3 14 877
3 9 895
0 9 642
2 13 97
1 14 967
0 7 285
1 14 399
2 2 555
1 8 118
1 12 302
0 3 791
0 3 482
3 0 73
0 9 432
2 6 75
2 7 186
1 3 880
0 10 582
2 13 292
2 2 968
2 3 92
3 9 256
0 1 733
1 14 235
1 3 725
3 2 620
3 10 694
1 13 255
3 3 348
2 8 220
0 12 230
0 14 836
1 13 194
0 8 761
0 1 992
3 14 524
0 0 521
0 14 392
1 8 970
0 2 163
2 12 634
2 5 122
1 14 570
0 2 643
1 14 519
0 3 826
0 11 563
0 8 952
1 14 994
2 3 50
3 0 94
2 9 656
3 7 349
2 5 926
3 15 908
3 4 647
3 6 772
0 4 405
3 10 364
3 9 113
2 6 1016
3 7 852
2 0 904
1 12 1000
1 11 910
1 10 973
0 4 133
0 11 504
1 12 295
0 14 879
3 0 411
1 12 264
3 5 593
1 14 822
0 10 82
2 10 523
2 13 799
0 4 758
3 4 126
2 2 744
3 5 197
0 12 740
3 9 636
2 9 550
0 2 631
1 6 101
2 6 430
0 1 987
1 11 130
0 3 538
1 7 819
3 12 982
3 6 427
2 8 811
3 4 235
2 15 266
3 0 710
3 7 466
3 10 170
1 12 573
2 11 154
0 15 299
3 13 955
0 9 1010
0 12 1012
3 0 570
0 14 663
1 5 915
2 4 10
2 4 61
2 9 230
1 12 994
3 15 785
3 10 51
3 2 437
2 9 673
3 11 289
3 6 940
3 0 1017
0 12 896
3 10 328
1 6 723
1 9 836
0 13 70
0 10 236
1 6 440
2 15 197
1 0 579
3 4 357
1 6 226
2 11 134
1 9 244
0 4 986
3 10 276
3 9 736
2 2 504
1 8 859
2 3 606
1 3 577
3 10 562
1 12 319
2 12 615
2 2 289
1 0 63
1 4 960
2 8 505
3 1 65
2 1 26
3 10 724
1 10 461
2 3 294
3 15 12
2 10 845
1 6 663
2 8 213
0 3 730
0 11 51
2 6 84
1 11 720
0 5 809
1 0 609
3 0 211
1 15 80
2 10 52
3 15 606
1 6 385
1 10 963
0 13 946
3 1 125
1 14 121
0 2 136
2 0 256
3 11 823
2 4 203
2 6 745
1 5 406
1 12 967
2 12 524
2 15 89
1 9 680
0 8 263
1 13 798
0 8 1006
0 1 26
0 3 138
3 10 64
1 11 800
1 8 169
3 0 505
0 3 87
0 14 707
0 8 854
1 11 178
2 12 382
3 13 66
2 7 534
3 5 926
2 12 204
1 9 797
0 3 440
0 0 850
1 9 357
1 1 676
3 1 790
1 12 617
0 3 707
3 14 1013
3 3 383
3 0 32
2 15 581
1 4 51
0 9 611
2 11 307
1 4 1015
1 7 775
1 10 575
2 13 758
0 11 676
2 12 348
0 3 715
1 1 182
0 3 793
0 1 86
1 15 610
3 14 849
1 3 699
0 15 147
2 8 177
1 13 787
3 4 331
0 14 420
2 13 163
2 12 980
0 14 504
3 8 462
2 4 907
1 4 847
3 2 933
0 2 509
1 2 402
3 7 451
2 8 124
3 8 520
3 9 867
0 14 207
1 10 178
0 8 299
0 2 277
1 1 138
3 1 156
0 1 705
0 12 600
2 7 738
1 14 498
1 12 833
2 4 995
3 15 310
0 12 98
1 11 378
2 5 541
3 0 53
2 5 343
1 1 18
0 2 265
3 13 504
1 3 779
3 1 828
2 1 375
1 13 606
0 8 714
2 10 696
0 11 872
2 9 424
2 15 648
1 2 16
2 2 449
0 6 340
3 5 422
2 3 273
2 2 819
0 6 830
0 3 255
3 3 646
3 11 105
2 9 755
3 13 569
2 7 827
1 14 883
2 8 344
3 0 586
2 10 817
2 6 114
3 4 635
2 8 840
1 9 798
0 9 901
1 12 441
0 0 373
0 2 39
1 0 1010
3 14 16
2 14 906
0 14 992
0 4 152
2 15 198
3 14 579
3 12 132
1 10 404
2 13 58
1 13 810
2 15 368
3 0 817
2 4 265
0 9 679
0 10 997
3 8 533
1 15 868
3 8 328
0 10 1022
0 4 169
2 1 688
3 7 76
2 4 495
2 3 457
3 3 350
0 4 374
0 15 895
0 12 172
3 0 780
2 14 528
3 4 456
1 9 533
1 15 221
1 11 317
3 5 812
1 6 698
0 0 21
0 10 387
0 12 410
3 10 756
0 10 760
2 11 407
1 5 258
2 5 936
1 4 995
2 13 107
3 13 533
1 11 117
3 1 683
3 6 117
2 12 321
0 0 798
0 0 53
3 8 577
2 0 492
1 5 57
1 4 86
2 2 569
1 11 495
2 2 280
0 1 492
2 4 434
3 15 341
3 4 759
2 8 316
1 8 826
3 9 596
2 9 871
1 5 142
1 14 545
1 11 396
2 11 506
3 5 775
3 7 325
3 13 638
1 10 815
0 12 453
2 4 290
3 6 78
1 12 160
0 8 832
2 0 281
1 6 701
1 9 617
1 15 224
0 12 1022
2 7 864
0 2 474
0 0 730
3 9 1000
1 5 805
2 3 352
2 8 591
0 11 308
1 11 8
3 10 433
1 2 422
3 13 219
3 0 785
0 6 54
0 4 809
3 0 501
1 1 656
0 3 701
3 7 478
3 8 652
3 15 156
2 5 95
2 7 167
0 9 933
1 11 456
3 4 942
0 11 925
1 14 139
0 0 40
3 7 546
0 6 936
1 10 350
1 2 643
3 4 197
0 14 98
0 2 220
3 5 985
2 7 541
0 12 45
1 11 366
1 0 791
1 1 345
0 5 659
2 1 374
0 3 793
3 3 704
0 7 221
1 8 726
0 5 736
2 12 341
0 7 246
2 7 451
2 3 532
2 15 462
1 10 641
1 2 716
0 5 444
3 9 695
0 2 567
2 6 37
0 2 315
1 2 482
0 11 902
2 11 568
3 7 909
2 1 785
0 6 103
0 5 877
0 3 195
1 6 998
2 5 896
0 11 824
2 5 956
0 2 266
2 7 122
3 13 100
1 9 37
3 10 155
3 5 675
3 15 670
0 1 179
3 12 475
3 14 454
0 11 836
3 0 414
1 1 534
0 15 329
0 7 366
1 12 864
0 4 724
2 6 393
0 3 317
1 4 430
1 2 319
3 8 882
3 6 611
1 14 695
1 3 726
2 1 609
3 9 499
0 6 667
2 8 851
0 11 61
1 4 874
1 4 814
2 6 985
3 2 979
0 8 252
3 12 1005
0 1 865
0 7 370
2 13 803
3 11 576
1 13 102
2 2 455
2 13 869
2 15 498
3 2 975
3 13 762
1 1 613
0 8 493
3 14 284
3 14 8
3 11 300
2 13 314
1 15 980
0 5 611
1 4 440
3 1 55
3 1 557
1 6 455
1 7 709
2 7 537
2 5 252
2 7 606
1 13 731
1 3 677
1 3 224
3 13 279
3 11 664
1 2 42
2 2 169
2 4 579
0 9 574
1 12 449
2 6 270
3 13 625
3 5 639
1 8 456
3 9 399
2 13 394
1 8 135
0 0 155
0 13 679
0 2 47
0 7 330
0 7 917
2 1 310
3 8 849
3 12 15
0 7 70
1 2 813
1 13 530
3 6 61
2 14 1013
1 5 378
0 0 475
2 15 612
3 11 857
2 3 822
2 1 190
0 13 142
0 5 658
0 4 524
3 4 525
0 12 455
3 12 365
3 14 1004
0 7 315
0 10 234
2 3 984
2 0 496
1 5 753
3 3 685
2 13 675
3 11 142
3 11 116
2 14 751
2 8 120
3 1 255
3 11 310
1 7 320
1 7 797
3 0 1006
2 14 697
0 15 177
2 3 232
3 0 356
2 15 684
3 2 733
2 3 641
0 12 499
0 4 831
1 7 567
0 11 223
3 15 289
2 0 457
3 13 918
0 2 892
0 15 279
3 6 925
0 4 766
1 8 730
0 14 905
1 0 297
0 11 943
1 7 827
0 14 1000
2 0 847
1 8 883
1 8 924
2 5 710
2 5 775
0 13 291
1 10 242
1 2 649
1 2 821
1 9 634
3 13 424
3 15 339
0 11 199
1 13 286
3 5 343
1 8 47
1 1 275
0 1 747
0 12 199
3 10 896
3 14 623
3 5 386
2 8 550
1 0 167
3 4 784
3 13 274
3 14 391
1 11 243
0 3 551
2 7 613
1 6 413
2 0 461
0 9 825
2 15 45
0 1 184
1 6 547
3 15 959
3 5 911
1 8 511
3 0 276
0 0 766
0 13 1008
3 6 750
2 8 477
3 12 39
2 8 511
2 7 274
3 14 259
1 13 689
1 2 514
1 2 4
0 15 706
2 9 246
3 12 357
2 4 931
2 9 692
3 8 268
1 10 895
0 15 661
1 15 197
3 8 998
3 0 422
0 2 255
3 8 854
1 15 682
0 9 630
0 10 899
2 13 687
2 15 596
2 8 94
0 8 634
0 2 426
0 0 395
3 3 875
2 4 371
1 5 924
1 10 194
1 12 599
2 2 747
0 5 903
1 2 146
2 2 724
2 3 77
2 5 126
3 6 599
0 9 277
2 15 555
2 2 855
1 11 776
3 5 669
3 1 190
0 2 407
3 6 91
2 13 76
0 3 155
1 13 410
0 9 25
3 14 934
1 10 951
3 0 1
0 0 446
2 13 870
3 4 669
2 0 608
1 11 596
2 2 834
0 0 493
2 12 808
3 14 657
2 1 767
0 14 24
2 7 721
3 7 814
1 11 184
0 9 857
0 4 588
2 15 905
0 4 619
2 1 1014
2 3 679
0 4 637
0 6 708
0 13 696
1 12 513
2 5 385
0 7 301
1 0 936
1 9 433
3 15 511
0 7 277
2 10 267
0 9 433
3 7 246
2 13 127
2 2 671
3 2 336
0 8 210
3 2 462
0 2 278
1 7 279
2 15 395
2 14 208
3 3 466
1 11 507
0 4 764
1 2 776
2 10 738
3 4 452
0 11 389
1 6 831
2 2 829
2 4 189
0 11 227
0 5 76
1 11 829
1 5 156
2 14 334
0 6 802
0 2 350
2 3 179
1 9 723
2 12 27
3 2 823
3 14 856
0 14 756
2 15 899
0 11 695
0 0 145
3 0 125
0 13 360
2 2 932
0 12 515
0 5 424
0 12 159
0 9 337
3 9 28
1 2 116
3 2 282
1 15 159
3 14 127
3 2 322
3 7 360
1 9 566
2 14 432
1 9 945
0 9 908
3 2 259
0 5 1023
1 8 442
2 1 259
1 1 244
2 3 953
2 0 270
1 4 527
2 10 498
3 9 141
3 12 687
3 12 73
2 7 799
0 3 571
0 9 204
1 8 101
3 7 593
1 5 644
3 9 738
1 2 839
2 7 974
2 9 77
0 8 16
2 0 583
0 15 584
0 8 20
0 13 953
1 14 704
3 0 794
2 7 408
3 4 95
3 10 222
1 12 708
2 4 707
1 11 190
3 0 423
3 5 420
3 1 986
2 11 808
1 7 74
0 10 246
3 1 232
1 9 800
0 12 680
3 14 14
1 1 103
1 13 312
0 14 288
3 10 468
2 9 816
2 2 303
3 9 415
2 6 639
0 3 421
3 14 581
2 7 486
0 4 405
2 11 539
0 3 481
3 4 285
1 13 34
1 8 141
2 7 102
1 1 152
1 15 823
3 10 894
0 0 82
2 13 1000
2 6 677
3 5 559
1 3 920
3 14 37
0 9 1018
0 14 2
0 14 830
1 6 633
0 8 444
1 3 300
0 3 313
3 4 496
1 4 741
1 0 161
0 8 135
0 9 126
3 14 670
3 15 828
1 13 910
3 13 849
1 4 62
0 15 45
1 12 180
1 1 600
3 9 900
0 10 680
2 7 318
2 6 787
3 4 276
2 0 203
0 14 621
3 13 668
0 11 815
3 8 974
0 15 214
2 1 757
3 0 695
2 7 369
2 2 514
2 3 916
0 12 97
1 2 675
0 4 70
1 5 300
2 10 571
2 2 878
3 4 227
0 9 189
2 7 353
0 5 42
1 12 96
2 11 478
2 8 1019
0 13 993
1 1 295
0 12 73
0 12 890
3 3 0
0 14 94
3 0 167
0 3 787
0 12 319
0 13 264
2 11 156
2 13 634
2 0 466
1 7 347
3 8 533
0 7 227
0 6 208
1 13 611
0 10 465
0 3 53
1 4 738
1 7 471
3 7 301
1 7 144
3 6 48
2 12 571
1 2 820
3 9 2
2 14 904
1 3 310
2 8 230
0 8 644
0 11 720
2 9 52
2 13 199
1 13 571
2 13 173
2 3 831
3 8 427
0 3 1004
1 8 884
0 5 538
0 13 192
3 4 959
3 6 336
1 3 927
0 10 732
1 6 567
0 2 436
3 8 858
2 4 263
0 5 369
1 3 3
2 4 357
0 2 75
3 2 667
3 6 894
1 11 134
1 11 187
1 11 952
3 0 109
0 10 646
0 12 961
2 12 402
1 3 656
2 12 723
2 13 428
1 6 510
1 14 200
1 14 857
3 5 633
2 14 599
1 10 513
0 15 924
0 11 480
1 8 564
1 2 866
1 12 537
3 15 673
2 5 619
0 3 951
3 10 990
1 8 272
3 10 75
1 6 29
1 4 616
0 0 222
0 2 276
1 10 496
0 6 956
3 12 553
1 6 442
1 4 497
2 10 200
2 1 455
1 11 731
2 11 187
0 3 507
1 4 206
1 13 253
0 0 104
2 8 546
2 0 871
3 10 268
0 12 894
0 2 901
2 14 723
0 1 274
2 13 287
3 9 834
0 0 701
1 11 312
1 2 624
0 11 745
3 15 450
1 10 252
0 4 329
1 14 87
3 6 318
3 0 179
2 8 30
3 7 983
0 15 88
2 2 834
1 3 813
3 10 118
3 12 591
0 15 24
1 13 744
0 5 677
1 9 6
0 11 367
2 10 933
3 8 277
0 1 206
2 0 707
2 4 643
0 7 974
3 14 626
1 6 913
0 13 927
1 2 402
2 5 136
3 1 596
3 5 375
0 3 880
2 1 758
0 12 956
0 7 414
2 10 683
2 14 962
0 4 561
2 9 673
2 5 204
3 10 30
1 7 391
3 3 824
3 3 517
0 8 179
0 14 770
0 0 688
2 10 457
1 5 300
3 8 396
0 3 663
2 6 424
1 15 774
0 8 564
2 12 425
0 5 623
2 2 918
0 1 234
3 12 1019
1 0 895
1 5 346
3 15 376
2 5 101
2 11 109
2 5 132
1 9 196
3 6 820
0 0 219
0 0 707
0 6 580
1 5 528
1 9 662
0 5 596
1 13 449
3 14 298
2 12 495
3 11 73
1 1 335
0 12 426
1 11 94
2 15 536
2 11 908
2 5 343
1 11 340
2 2 614
0 10 535
1 11 904
0 4 351
0 3 277
0 8 83
1 1 842
1 10 900
1 9 651
2 13 605
2 10 721
2 11 216
1 3 579
3 9 74
1 9 36
0 9 608
2 4 153
3 14 421
2 4 771
0 9 299
0 9 978
3 12 296
1 11 28
0 13 172
3 13 106
2 0 185
1 8 366
3 14 860
3 0 161
0 14 423
0 7 1020
2 14 400
2 3 840
3 13 293
3 9 694
0 12 663
3 8 455
2 4 262
1 3 676
0 8 23
3 8 370
3 3 186
2 13 84
0 9 937
1 4 13
0 4 648
0 8 645
0 12 690
2 1 924
0 3 269
2 15 531
0 15 131
1 14 368
3 11 244
0 1 805
2 14 692
0 7 110
0 2 758
3 14 917
3 14 956
0 15 673
1 7 533
1 1 671
0 7 981
1 10 514
1 10 532
0 14 461
1 6 14
1 10 134
1 12 569
2 12 802
1 3 945
1 11 872
0 9 70
3 4 132
0 15 982
2 0 440
0 2 948
3 11 111
1 1 328
2 15 548
0 14 306
2 12 983
3 3 151
2 11 5
0 3 605
1 10 349
2 8 125
2 1 940
2 1 448
2 5 438
2 0 630
1 5 494
3 15 782
3 11 343
3 15 410
0 14 749
1 10 925
3 2 868
1 9 957
1 0 40
2 10 806
1 3 474
2 1 201
2 9 453
1 6 187
1 9 763
2 4 90
2 14 797
0 10 8
1 10 1018
3 1 410
2 7 648
2 7 717
0 5 231
2 11 351
0 8 106
3 12 667
0 13 477
1 2 642
2 2 382
1 3 718
1 5 361
2 14 129
3 10 97
3 14 714
0 13 60
2 12 88
2 8 609
0 2 121
2 13 532
2 13 923
0 3 902
0 4 772
2 0 999
2 13 472
3 11 481
3 3 464
0 2 849
3 0 43
3 7 20
0 6 955
3 13 831
3 3 801
0 1 802
3 6 663
0 0 476
2 1 722
1 15 887
3 14 742
1 2 955
0 4 313
0 3 314
0 1 984
1 6 70
0 15 726
1 5 978
0 12 897
1 15 870
3 9 390
3 0 182
1 13 863
3 7 115
2 11 417
1 11 376
0 3 266
1 11 606
1 12 341
2 9 276
2 8 829
0 9 284
1 12 578
0 3 117
3 12 773
